,Description,Source,Rent
7645,RENT PAYMENT (MONTHLY),synthetic,1
7646,Housing allocation payment,synthetic,1
7647,Residence fee including amenities,synthetic,1
7648,Wire to Thompson (Unit 32A),synthetic,1
7649,Payment on 1st of month,synthetic,0
7650,Lease obligation payment,synthetic,1
7651,Unit Management,synthetic,1
7652,Tenancy payment,synthetic,1
7653,Rentt disbursement,synthetic,1
7654,Unit charge,synthetic,0
7655,Tenancy payment,synthetic,0
7656,Residential payment 25th standing,synthetic,1
7657,Spot payment,synthetic,1
7658,Rant remittance,synthetic,1
7659,Facility Solutions,synthetic,0
7660,Property remittance for residential unit,synthetic,1
7661,RENT - APT 5B,synthetic,1
7662,Subscription Monthly anniversary,synthetic,0
7663,Maintenance fee incl. services,synthetic,0
7664,Residential payment 25th standing,synthetic,1
7665,Semi-monthly residence (Unit 16B),synthetic,1
7666,Rent payment (apartment),synthetic,1
7667,RENT_INVOICE_001,synthetic,1
7668,Building Management,synthetic,0
7669,Servise payment,synthetic,0
7670,Habitation remittance with utilities,synthetic,1
7671,Digs payment,synthetic,1
7672,Monthly housing and utilities bundle,synthetic,1
7673,Rant remittance,synthetic,1
7674,CHARGE - MONTHLY,synthetic,0
7675,Recurring 1st week,synthetic,0
7676,Building payment,synthetic,0
7677,Residential Services,synthetic,1
7678,Condo fee,synthetic,0
7679,NOT rent - utilities,synthetic,0
7680,NOT rent - utilities,synthetic,0
7681,Rent payment ,synthetic,1
7682,Transfer to Miller (Unit 36C),synthetic,1
7683,Quarterly dwelling,synthetic,0
7684,Periodic 30th payment,synthetic,0
7685,Residential payment 25th standing,synthetic,1
7686,Unit payment including maintenance,synthetic,1
7687,Spot payment,synthetic,1
7688,Residential payment 20th periodic,synthetic,1
7689,Residential payment 5th monthly,synthetic,1
7690,CHARGE - AUTO,synthetic,0
7691,Tenancy payment,synthetic,0
7692,Residential payment 20th periodic,synthetic,1
7693,RENT - DO NOT DELETE,synthetic,1
7694,Service Every 30 days,synthetic,0
7695,Recurring 1st week (Unit 47B),synthetic,1
7696,Residential occupancy fee,synthetic,1
7697,Rent/payment,synthetic,1
7698,Domicile Solutions,synthetic,0
7699,Building administration fee,synthetic,1
7700,End of month remittance,synthetic,1
7701,Non-rent housing expense,synthetic,0
7702,Premises Services,synthetic,1
7703,Rent payment ,synthetic,1
7704,Property remittance for residential unit,synthetic,1
7705,HOA fee + tax,synthetic,0
7706,Residential payment Calendar month,synthetic,1
7707,First of month payment,synthetic,0
7708,Rent payment (apartment),synthetic,1
7709,Utility fee + insurance,synthetic,0
7710,Subscripton payment,synthetic,0
7711,Unit Management (Unit 7B),synthetic,1
7712,Crib fee,synthetic,1
7713,Residential payment 10th recurring,synthetic,1
7714,Subscripton payment,synthetic,0
7715,Unit remittance for residential unit,synthetic,1
7716,Unit payment,synthetic,0
7717,Building payment,synthetic,0
7718,Apartment payment + parking,synthetic,1
7719,Payment to Wilson,synthetic,1
7720,Membership Monthly anniversary,synthetic,0
7721,Unit Management,synthetic,0
7722,End of month remittance,synthetic,0
7723,Periodic 30th payment,synthetic,1
7724,Payment to Wilson,synthetic,0
7725,RENT - DO NOT DELETE,synthetic,1
7726,RENT|AUTO,synthetic,1
7727,Letting fee,synthetic,0
7728,RENT_INVOICE_001,synthetic,1
7729,Real Estate Solutions,synthetic,0
7730,RENT>>PAYMENT,synthetic,1
7731,Unit payment for residential unit,synthetic,1
7732,RENT>>PAYMENT,synthetic,1
7733,Maintenance fee + tax,synthetic,0
7734,Lease obligation payment,synthetic,1
7735,Rant fee,synthetic,1
7736,Building fee,synthetic,0
7737,Monthly on 15th,synthetic,0
7738,123 Main St monthly,synthetic,1
7739,Payment to Wilson,synthetic,0
7740,Rent payment (apartment),synthetic,1
7741,Utility fee + tax,synthetic,0
7742,Maintenance fee + tax,synthetic,0
7743,Membership Last day,synthetic,0
7744,Habitation remittance with utilities,synthetic,1
7745,HOA fee + tax,synthetic,0
7746,Complex charge for residential unit,synthetic,1
7747,Premises fee with service charge,synthetic,1
7748,Property remittance for residential unit,synthetic,1
7749,Building Management,synthetic,0
7750,500 Oak Ave payment,synthetic,1
7751,Utilitie payment,synthetic,0
7752,Besides rent - insurance,synthetic,0
7753,Zelle to Davis,synthetic,1
7754,For 303 Parkview,synthetic,1
7755,Lodgings remittance,synthetic,0
7756,Membership Semi-monthly,synthetic,0
7757,Strata payment,synthetic,1
7758,Transfer to Miller,synthetic,1
7759,Maintenance fee incl. services,synthetic,0
7760,Pad payment,synthetic,0
7761,Pad payment,synthetic,0
7762,Rent payment ,synthetic,1
7763,Real estate management fee,synthetic,1
7764,Residential payment 20th periodic,synthetic,1
7765,Check #1234 for monthly,synthetic,0
7766,Periodic 30th payment,synthetic,0
7767,Flat fee,synthetic,0
7768,Property remittance for residential unit,synthetic,1
7769,Residential payment Bi-weekly,synthetic,1
7770,Rent payment (apartment),synthetic,1
7771,Payment ref: HOUSING-,synthetic,1
7772,Rentt disbursement,synthetic,1
7773,Accommodation remittance including tax,synthetic,1
7774,UTILITY - AUTO,synthetic,0
7775,Building Management,synthetic,0
7776,RENT PAYMENT (MONTHLY),synthetic,1
7777,Property Services LLC,synthetic,0
7778,Maintenance fee + tax,synthetic,0
7779,Residential payment Quarterly,synthetic,1
7780,Building fee for residential unit,synthetic,1
7781,CHARGE - RECURRING,synthetic,0
7782,Residential payment Monthly anniversary,synthetic,1
7783,Unit remittance,synthetic,0
7784,Rent payment (apartment),synthetic,1
7785,Residential payment 20th periodic,synthetic,1
7786,Recurring transfer to Smith,synthetic,1
7787,Rent payment (primary residence),synthetic,1
7788,Residential Services (Unit 30C),synthetic,1
7789,Semi-monthly residence,synthetic,0
7790,UTILITY - MONTHLY,synthetic,0
7791,Bi-weekly housing,synthetic,1
7792,Utilitie payment,synthetic,0
7793,Rent payment (apartment),synthetic,1
7794,RENT_INVOICE_001,synthetic,1
7795,Unit remittance for residential unit,synthetic,1
7796,Lease charge,synthetic,0
7797,Debit to Anderson (Unit 28C),synthetic,1
7798,RENT_INVOICE_001,synthetic,1
7799,Residential payment Monthly anniversary,synthetic,1
7800,Monthly payment to John,synthetic,1
7801,Subscription Every 30 days,synthetic,0
7802,Subscripton payment,synthetic,0
7803,Residence disbursement,synthetic,1
7804,Payment on 1st of month,synthetic,0
7805,Residential payment 1st of month,synthetic,1
7806,Residential payment First Monday,synthetic,1
7807,Rent with included services,synthetic,1
7808,Utilitie payment,synthetic,0
7809,Rnet payment,synthetic,1
7810,Service fee + tax,synthetic,0
7811,Residential payment Calendar month,synthetic,1
7812,Residential payment Monthly anniversary,synthetic,1
7813,Residential payment 20th periodic,synthetic,1
7814,Unit payment,synthetic,0
7815,Service fee + insurance,synthetic,0
7816,Complex payment for residential unit,synthetic,1
7817,R3nt fee,synthetic,1
7818,Real Estate Solutions,synthetic,0
7819,ACH to Johnson LLC,synthetic,0
7820,Rent payment (apartment),synthetic,1
7821,UTILITY - AUTO,synthetic,0
7822,Rental payment,synthetic,0
7823,Property fee,synthetic,0
7824,Service fee + tax,synthetic,0
7825,Domicile disbursement,synthetic,1
7826,Unit Management (Unit 26B),synthetic,1
7827,Building payment for residential unit,synthetic,1
7828,Rent payment ,synthetic,1
7829,Residential payment Quarterly,synthetic,1
7830,Rent payment (primary residence),synthetic,1
7831,Premises maintenance remittance,synthetic,1
7832,RENT - DO NOT DELETE,synthetic,1
7833,Maintenance fee + insurance,synthetic,0
7834,Maintenance fee + insurance,synthetic,0
7835,Quarterly dwelling,synthetic,0
7836,Complex Services,synthetic,1
7837,Maintenence payment,synthetic,0
7838,Housing Associates,synthetic,1
7839,Utilitie payment,synthetic,0
7840,ACH to Johnson LLC,synthetic,0
7841,Strata payment,synthetic,1
7842,Residential payment 10th recurring,synthetic,1
7843,Rent payment (apartment),synthetic,1
7844,Unit Management,synthetic,0
7845,Quarterly dwelling,synthetic,0
7846,Recurring 1st week,synthetic,0
7847,Check #1234 for monthly,synthetic,0
7848,Transfer to Miller (Unit 13B),synthetic,1
7849,Additional to rent - fee,synthetic,0
7850,Lodgings remittance,synthetic,1
7851,NOT rent - utilities,synthetic,0
7852,RENT|AUTO,synthetic,1
7853,Real Estate Solutions,synthetic,0
7854,Excluding rent - HOA,synthetic,0
7855,For 303 Parkview,synthetic,1
7856,Property management remittance,synthetic,1
7857,Complex payment for residential unit,synthetic,1
7858,Utility fee + insurance,synthetic,0
7859,RENT_INVOICE_001,synthetic,1
7860,Digs payment,synthetic,1
7861,Residential payment Bi-weekly,synthetic,1
7862,RENT PAYMENT (MONTHLY),synthetic,1
7863,Check #1234 for monthly,synthetic,0
7864,FEE - MONTHLY,synthetic,0
7865,Crib fee,synthetic,1
7866,Unit 7B monthly,synthetic,1
7867,Service fee + tax,synthetic,0
7868,Rental payment,synthetic,0
7869,Lease payment for residential unit,synthetic,1
7870,Besides rent - insurance,synthetic,0
7871,Property remittance,synthetic,0
7872,Dwelling remittance,synthetic,1
7873,Lease fee,synthetic,0
7874,Rent payment ,synthetic,1
7875,RENT - APT 5B,synthetic,1
7876,Place remittance,synthetic,1
7877,Premises maintenance remittance,synthetic,1
7878,Accommodation remittance including tax,synthetic,1
7879,Rnet payment,synthetic,1
7880,RENT~MONTHLY,synthetic,1
7881,Complex Services,synthetic,1
7882,Property Services LLC,synthetic,0
7883,Residence fee including amenities,synthetic,1
7884,Rent payment (apartment),synthetic,1
7885,500 Oak Ave payment,synthetic,1
7886,RENT #2024-001,synthetic,1
7887,Pad payment,synthetic,0
7888,Utilitie payment,synthetic,0
7889,Recurring 1st week,synthetic,0
7890,UTILITY - AUTO,synthetic,0
7891,Non-rent housing expense,synthetic,0
7892,RENT - APT 5B,synthetic,1
7893,Letting fee,synthetic,1
7894,Payment on 1st of month,synthetic,0
7895,Building disbursement,synthetic,0
7896,Tenancy payment,synthetic,1
7897,Rentt disbursement,synthetic,1
7898,ACH to Johnson LLC,synthetic,0
7899,Rent(payment),synthetic,1
7900,Rent with included services,synthetic,1
7901,Subscripton payment,synthetic,0
7902,Rent/payment,synthetic,1
7903,Quarterly dwelling,synthetic,1
7904,Building fee,synthetic,0
7905,Residential payment Semi-monthly,synthetic,1
7906,Lease payment for residential unit,synthetic,1
7907,Zelle to Davis,synthetic,0
7908,Rent payment ,synthetic,1
7909,Membership Every 30 days,synthetic,0
7910,Condo fee,synthetic,0
7911,Property Services LLC,synthetic,0
7912,First of month payment,synthetic,1
7913,Rental payment,synthetic,0
7914,Residential payment Bi-weekly,synthetic,1
7915,Service fee + insurance,synthetic,0
7916,Debit to Anderson,synthetic,1
7917,ACH to Johnson LLC,synthetic,1
7918,HOA fee + insurance,synthetic,0
7919,Maintenence payment,synthetic,0
7920,Rent payment ,synthetic,1
7921,Periodic domicile remittance,synthetic,1
7922,Digs payment,synthetic,1
7923,Rent/payment,synthetic,1
7924,Letting fee,synthetic,1
7925,Rant fee,synthetic,1
7926,Strata payment,synthetic,1
7927,Lease payment,synthetic,0
7928,Premises Services,synthetic,0
7929,UTILITY - AUTO,synthetic,0
7930,Besides rent - insurance,synthetic,0
7931,Rent-pay ment,synthetic,1
7932,HOA fee + insurance,synthetic,0
7933,Property Services LLC,synthetic,0
7934,SERVICE - MONTHLY,synthetic,0
7935,Building fee,synthetic,0
7936,Additional to rent - fee,synthetic,0
7937,ACH to Johnson LLC,synthetic,0
7938,Membership 15th auto,synthetic,0
7939,Independent of rent - repair,synthetic,0
7940,Building fee,synthetic,0
7941,Service fee + insurance,synthetic,0
7942,Other than rent - tax,synthetic,0
7943,Rent payment ,synthetic,1
7944,Residential payment 5th monthly,synthetic,1
7945,Semi-monthly residence,synthetic,0
7946,Other than rent - tax,synthetic,0
7947,Residential payment 10th recurring,synthetic,1
7948,Apartment payment + parking,synthetic,1
7949,Recurring 1st week,synthetic,0
7950,Independent of rent - repair,synthetic,0
7951,NOT rent - utilities,synthetic,0
7952,CHARGE - MONTHLY,synthetic,0
7953,Rent payment ,synthetic,1
7954,Strata payment,synthetic,1
7955,Residential payment 10th recurring,synthetic,1
7956,Residential Services,synthetic,0
7957,Rent/payment,synthetic,1
7958,Maintenence payment,synthetic,0
7959,First of month payment,synthetic,1
7960,Wire to Thompson (Unit 5C),synthetic,1
7961,Rent payment (apartment),synthetic,1
7962,Zelle to Davis,synthetic,0
7963,Premises fee with service charge,synthetic,1
7964,First of month payment,synthetic,0
7965,Property Services LLC (Unit 10A),synthetic,1
7966,Maintenence payment,synthetic,0
7967,Monthly on 15th,synthetic,0
7968,Service 5th monthly,synthetic,0
7969,Semi-monthly residence,synthetic,0
7970,Wire to Thompson,synthetic,0
7971,Residential payment 10th recurring,synthetic,1
7972,Service fee incl. services,synthetic,0
7973,Subscripton payment,synthetic,0
7974,Ref: RES-UNIT-5B,synthetic,1
7975,Rent payment (primary residence),synthetic,1
7976,First of month payment (Unit 40C),synthetic,1
7977,Building fee for residential unit,synthetic,1
7978,Landlord services payment,synthetic,1
7979,Building payment,synthetic,0
7980,Servise payment,synthetic,0
7981,Rent payment (primary residence),synthetic,1
7982,Ren tpayment,synthetic,1
7983,Maintenance fee + tax,synthetic,0
7984,Rent payment (primary residence),synthetic,1
7985,Payment on 1st of month,synthetic,0
7986,Subscripton payment,synthetic,0
7987,Subscription Bi-weekly,synthetic,0
7988,Service Calendar month,synthetic,0
7989,Premises Services,synthetic,0
7990,HOA fee + tax,synthetic,0
7991,Independent of rent - repair,synthetic,0
7992,Strata payment,synthetic,0
7993,Subscription Calendar month,synthetic,0
7994,Lease fee,synthetic,0
7995,Unit charge,synthetic,0
7996,My unit disbursement,synthetic,1
7997,Service Last day,synthetic,0
7998,Property Services LLC,synthetic,1
7999,Dwelling disbursement plus fees,synthetic,1
8000,Complex fee,synthetic,0
8001,Rent payment (primary residence),synthetic,1
8002,Letting fee,synthetic,1
8003,Wire to Thompson,synthetic,1
8004,R3nt fee,synthetic,1
8005,Residential payment 10th recurring,synthetic,1
8006,RENT>>PAYMENT,synthetic,1
8007,RENT>>PAYMENT,synthetic,1
8008,Complex fee for residential unit,synthetic,1
8009,Service Last day,synthetic,0
8010,Invoice: RESIDENCE,synthetic,1
8011,Transfer to Miller,synthetic,0
8012,Rnet payment,synthetic,1
8013,Residential payment 15th auto,synthetic,1
8014,Excluding rent - HOA,synthetic,0
8015,Real Estate Solutions (Unit 7B),synthetic,1
8016,Service fee + tax,synthetic,0
8017,Letting fee,synthetic,1
8018,FEE - RECURRING,synthetic,0
8019,Accommodation remittance including tax,synthetic,1
8020,Building disbursement,synthetic,0
8021,First of month payment,synthetic,0
8022,Unit charge for residential unit,synthetic,1
8023,Utility fee + tax,synthetic,0
8024,Residential payment 5th monthly,synthetic,1
8025,Excluding rent - HOA,synthetic,0
8026,Real Estate Solutions,synthetic,0
8027,Domicile Solutions,synthetic,0
8028,NOT rent - utilities,synthetic,0
8029,Bi-weekly housing,synthetic,1
8030,Complex Services,synthetic,1
8031,Accommodation remittance including tax,synthetic,1
8032,Lease fee for residential unit,synthetic,1
8033,Residential payment Last day,synthetic,1
8034,Wire to Thompson,synthetic,0
8035,Unit payment including maintenance,synthetic,1
8036,Condo fee,synthetic,1
8037,Residential Services (Unit 31B),synthetic,1
8038,UTILITY - AUTO,synthetic,0
8039,UTILITY - AUTO,synthetic,0
8040,Rent(payment),synthetic,1
8041,Facility management disbursement,synthetic,1
8042,Complex Services,synthetic,0
8043,Lease payment for residential unit,synthetic,1
8044,Maintenance fee + insurance,synthetic,0
8045,Apartment payment + parking,synthetic,1
8046,Bi-weekly housing,synthetic,0
8047,Maintenance fee + tax,synthetic,0
8048,Service fee incl. services,synthetic,0
8049,CHARGE - AUTO,synthetic,0
8050,Complex payment for residential unit,synthetic,1
8051,Service fee + tax,synthetic,0
8052,NOT rent - utilities,synthetic,0
8053,RENT-RECURRING,synthetic,1
8054,Tenancy payment,synthetic,0
8055,Service fee incl. services,synthetic,0
8056,Dwelling disbursement plus fees,synthetic,1
8057,Unit letting,synthetic,1
8058,Unit disbursement for residential unit,synthetic,1
8059,Residential payment Monthly anniversary,synthetic,1
8060,Unit Management,synthetic,0
8061,Letting fee,synthetic,0
8062,Complex management remittance,synthetic,1
8063,Residence fee including amenities,synthetic,1
8064,Payment to Wilson,synthetic,0
8065,Dwelling disbursement plus fees,synthetic,1
8066,Facility Solutions,synthetic,1
8067,Unit remittance,synthetic,0
8068,Pad payment,synthetic,1
8069,Rent payment ,synthetic,1
8070,Rent-pay ment,synthetic,1
8071,Strata payment,synthetic,1
8072,Complex payment,synthetic,0
8073,Building Management (Unit 37C),synthetic,1
8074,Monthly housing and utilities bundle,synthetic,1
8075,Subscripton payment,synthetic,0
8076,Digs payment,synthetic,1
8077,RENT - DO NOT DELETE,synthetic,1
8078,RENT~MONTHLY,synthetic,1
8079,Letting fee,synthetic,0
8080,Domicile disbursement,synthetic,1
8081,Besides rent - insurance,synthetic,0
8082,Rent payment (primary residence),synthetic,1
8083,Rent payment (apartment),synthetic,1
8084,Monthly on 15th,synthetic,0
8085,Transfer to Miller,synthetic,0
8086,SERVICE - RECURRING,synthetic,0
8087,Property Services LLC,synthetic,1
8088,Housing Associates,synthetic,0
8089,SERVICE - RECURRING,synthetic,0
8090,Wire to Thompson,synthetic,0
8091,My house monthly,synthetic,1
8092,Monthly on 15th,synthetic,1
8093,RENT - APT 5B,synthetic,1
8094,Unit letting,synthetic,0
8095,Spot payment,synthetic,0
8096,Maintenance fee incl. services,synthetic,0
8097,Servise payment,synthetic,0
8098,Lodgings remittance,synthetic,0
8099,Property remittance,synthetic,0
8100,Property management remittance,synthetic,1
8101,Subscripton payment,synthetic,0
8102,Residential payment Quarterly,synthetic,1
8103,Facility Solutions,synthetic,0
8104,Maintenance fee incl. services,synthetic,0
8105,Rental payment,synthetic,1
8106,Building disbursement for residential unit,synthetic,1
8107,Rant remittance,synthetic,1
8108,Premises Services,synthetic,0
8109,Premises Services,synthetic,0
8110,Lease fee,synthetic,0
8111,Flat fee,synthetic,1
8112,Residential payment Monthly anniversary,synthetic,1
8113,Rant fee,synthetic,1
8114,Subscripton payment,synthetic,0
8115,Habitation remittance,synthetic,1
8116,SERVICE - RECURRING,synthetic,0
8117,Check #1234 for monthly,synthetic,0
8118,Subscription 1st of month,synthetic,0
8119,Maintenance fee incl. services,synthetic,0
8120,Residence disbursement,synthetic,1
8121,Service Calendar month,synthetic,0
8122,Rent payment (apartment),synthetic,1
8123,Quarterly dwelling,synthetic,0
8124,Accommodation remittance including tax,synthetic,1
8125,Dwelling disbursement plus fees,synthetic,1
8126,Besides rent - insurance,synthetic,0
8127,Rent payment (primary residence),synthetic,1
8128,NOT rent - utilities,synthetic,0
8129,Servise payment,synthetic,0
8130,Condo fee,synthetic,0
8131,Membership Bi-weekly,synthetic,0
8132,Property payment,synthetic,0
8133,Lease payment for residential unit,synthetic,1
8134,Subscription 15th auto,synthetic,0
8135,Subscripton payment,synthetic,0
8136,Maintenence payment,synthetic,0
8137,Other than rent - tax,synthetic,0
8138,Utilitie payment,synthetic,0
8139,Membership First Monday,synthetic,0
8140,Servise payment,synthetic,0
8141,Unit payment for residential unit,synthetic,1
8142,HOA fee incl. services,synthetic,0
8143,Condo fee,synthetic,1
8144,Invoice #APT2024-001,synthetic,1
8145,Service Monthly anniversary,synthetic,0
8146,Besides rent - insurance,synthetic,0
8147,Residential payment 10th recurring,synthetic,1
8148,Transfer to Miller,synthetic,0
8149,Lease payment for residential unit,synthetic,1
8150,Property Services LLC,synthetic,1
8151,Utilitie payment,synthetic,0
8152,Monthly payment to John (Unit 14B),synthetic,1
8153,Unit Management,synthetic,0
8154,Residential payment Semi-monthly,synthetic,1
8155,Service fee + insurance,synthetic,0
8156,Transfer to Miller,synthetic,1
8157,Rent payment (primary residence),synthetic,1
8158,Real Estate Solutions,synthetic,1
8159,Check #1234 for monthly,synthetic,0
8160,SERVICE - MONTHLY,synthetic,0
8161,Service fee incl. services,synthetic,0
8162,Rent payment ,synthetic,1
8163,Membership First Monday,synthetic,0
8164,Unit Management,synthetic,0
8165,Remittance to Moore (Unit 39B),synthetic,1
8166,Utilitie payment,synthetic,0
8167,Habitation remittance,synthetic,1
8168,Transfer to Miller,synthetic,1
8169,Residential payment 1st of month,synthetic,1
8170,Service fee + tax,synthetic,0
8171,CHARGE - RECURRING,synthetic,0
8172,HOA fee incl. services,synthetic,0
8173,Lease fee for residential unit,synthetic,1
8174,Residential payment 20th periodic,synthetic,1
8175,Residential payment Quarterly,synthetic,1
8176,Rent payment (apartment),synthetic,1
8177,Letting fee,synthetic,1
8178,NOT rent - utilities,synthetic,0
8179,Membership First Monday,synthetic,0
8180,Monthly payment to John,synthetic,0
8181,Complex fee,synthetic,0
8182,Monthly on 15th,synthetic,0
8183,First of month payment,synthetic,1
8184,Property Services LLC,synthetic,0
8185,Rent payment ,synthetic,1
8186,Housing Associates,synthetic,0
8187,Unit disbursement for residential unit,synthetic,1
8188,Building fee,synthetic,0
8189,Tenancy remittance,synthetic,1
8190,Utilitie payment,synthetic,0
8191,CHARGE - MONTHLY,synthetic,0
8192,Premises Services,synthetic,0
8193,ACH to Johnson LLC,synthetic,0
8194,Building disbursement,synthetic,0
8195,Recurring 1st week (Unit 32C),synthetic,1
8196,RENT #2024-001,synthetic,1
8197,Residential Services,synthetic,0
8198,Servise payment,synthetic,0
8199,First of month payment,synthetic,0
8200,RENT #2024-001,synthetic,1
8201,Mid-month transfer,synthetic,0
8202,Rent payment (primary residence),synthetic,1
8203,Residential payment Quarterly,synthetic,1
8204,RENT_INVOICE_001,synthetic,1
8205,Recurring habitation expenditure,synthetic,1
8206,Condo fee,synthetic,1
8207,Service 25th standing,synthetic,0
8208,Unit disbursement for residential unit,synthetic,1
8209,Complex charge,synthetic,0
8210,Unit payment including maintenance,synthetic,1
8211,Unit charge for residential unit,synthetic,1
8212,Servise payment,synthetic,0
8213,Residential payment Bi-weekly,synthetic,1
8214,Transfer to Miller,synthetic,0
8215,Rent with included services,synthetic,1
8216,Residence fee including amenities,synthetic,1
8217,Separate from rent - deposit,synthetic,0
8218,Recurring transfer to Smith,synthetic,0
8219,UTILITY - AUTO,synthetic,0
8220,Payment ref: HOUSING-,synthetic,1
8221,Periodic 30th payment,synthetic,1
8222,Unit Management,synthetic,0
8223,Rent/payment,synthetic,1
8224,Place remittance,synthetic,1
8225,SERVICE - RECURRING,synthetic,0
8226,Real Estate Solutions,synthetic,0
8227,Abode disbursement,synthetic,1
8228,Rent/payment,synthetic,1
8229,Payment on 1st of month,synthetic,1
8230,ACH to Johnson LLC,synthetic,0
8231,Recurring transfer to Smith,synthetic,1
8232,Lease payment for residential unit,synthetic,1
8233,Property fee,synthetic,0
8234,Lease payment for residential unit,synthetic,1
8235,Mid-month transfer,synthetic,0
8236,Property payment,synthetic,0
8237,Monthly on 15th,synthetic,1
8238,Invoice #APT2024-001,synthetic,1
8239,Mid-month transfer (Unit 49A),synthetic,1
8240,Recurring transfer to Smith,synthetic,0
8241,Mid-month transfer,synthetic,1
8242,Real Estate Solutions,synthetic,1
8243,Housing Associates,synthetic,0
8244,Rental payment,synthetic,0
8245,Periodic 30th payment,synthetic,1
8246,Apart from rent - maintenance,synthetic,0
8247,FEE - RECURRING,synthetic,0
8248,Membership Bi-weekly,synthetic,0
8249,Residential Services,synthetic,0
8250,Rant fee,synthetic,1
8251,Facility Solutions,synthetic,0
8252,CHARGE - AUTO,synthetic,0
8253,Rent payment (primary residence),synthetic,1
8254,Rent payment ,synthetic,1
8255,Rent..payment,synthetic,1
8256,Maintenance fee + insurance,synthetic,0
8257,UTILITY - AUTO,synthetic,0
8258,Rant fee,synthetic,1
8259,Mid-month transfer,synthetic,0
8260,Domicile Solutions,synthetic,1
8261,Bi-weekly housing,synthetic,0
8262,Rent payment ,synthetic,1
8263,RENT-RECURRING,synthetic,1
8264,Real Estate Solutions,synthetic,0
8265,Building payment,synthetic,0
8266,Complex Services,synthetic,1
8267,RENT~MONTHLY,synthetic,1
8268,Subscription 10th recurring,synthetic,0
8269,Letting fee,synthetic,1
8270,Property fee for residential unit,synthetic,1
8271,Additional to rent - fee,synthetic,0
8272,Service Calendar month,synthetic,0
8273,Rentt disbursement,synthetic,1
8274,Rent(payment),synthetic,1
8275,Other than rent - tax,synthetic,0
8276,HOA fee + tax,synthetic,0
8277,Bi-weekly housing,synthetic,1
8278,CHARGE - MONTHLY,synthetic,0
8279,Condo fee,synthetic,0
8280,Residential payment Semi-monthly,synthetic,1
8281,Monthly payment to John (Unit 16C),synthetic,1
8282,Property Services LLC (Unit 2C),synthetic,1
8283,Servise payment,synthetic,0
8284,Periodic 30th payment,synthetic,1
8285,Ren tpayment,synthetic,1
8286,Separate from rent - deposit,synthetic,0
8287,FEE - MONTHLY,synthetic,0
8288,HOA fee + tax,synthetic,0
8289,Monthly housing and utilities bundle,synthetic,1
8290,Rental payment,synthetic,0
8291,Spot payment,synthetic,0
8292,Premises Services (Unit 7C),synthetic,1
8293,Subscription 1st of month,synthetic,0
8294,Lodgings remittance,synthetic,1
8295,Membership Bi-weekly,synthetic,0
8296,Maintenence payment,synthetic,0
8297,Condo fee,synthetic,1
8298,ACH to Johnson LLC (Unit 13A),synthetic,1
8299,Maintenence payment,synthetic,0
8300,RENT|AUTO,synthetic,1
8301,Facility Solutions,synthetic,1
8302,Rent payment (primary residence),synthetic,1
8303,Rant fee,synthetic,1
8304,Residential payment Calendar month,synthetic,1
8305,Rent payment ,synthetic,1
8306,NOT rent - utilities,synthetic,0
8307,R3nt fee,synthetic,1
8308,Recurring transfer to Smith,synthetic,1
8309,Recurring 1st week (Unit 43A),synthetic,1
8310,Rent with included services,synthetic,1
8311,RENT - APT 5B,synthetic,1
8312,Residential payment Last day,synthetic,1
8313,Rent payment (apartment),synthetic,1
8314,Tenancy payment,synthetic,1
8315,Complex charge,synthetic,0
8316,Digs payment,synthetic,1
8317,Service Every 30 days,synthetic,0
8318,Servise payment,synthetic,0
8319,Property fee for residential unit,synthetic,1
8320,ACH to Johnson LLC,synthetic,0
8321,Strata payment,synthetic,1
8322,Building Management,synthetic,0
8323,Complex Services,synthetic,0
8324,Rental payment,synthetic,1
8325,Maintenance fee + insurance,synthetic,0
8326,Accommodation remittance including tax,synthetic,1
8327,Residential payment Bi-weekly,synthetic,1
8328,NOT rent - utilities,synthetic,0
8329,Premises Services,synthetic,0
8330,Lease fee,synthetic,0
8331,Rent payment (apartment),synthetic,1
8332,Rent-pay ment,synthetic,1
8333,R3nt fee,synthetic,1
8334,Residence fee including amenities,synthetic,1
8335,Subscription Monthly anniversary,synthetic,0
8336,Residence fee including amenities,synthetic,1
8337,Facility Solutions,synthetic,0
8338,Residential payment Quarterly,synthetic,1
8339,Independent of rent - repair,synthetic,0
8340,Quarterly dwelling,synthetic,0
8341,Service Calendar month,synthetic,0
8342,Unit fee,synthetic,0
8343,Residential payment Bi-weekly,synthetic,1
8344,Lease charge,synthetic,0
8345,First of month payment (Unit 33B),synthetic,1
8346,Letting fee,synthetic,1
8347,Servise payment,synthetic,0
8348,Rent-paymnt,synthetic,1
8349,Mid-month transfer,synthetic,0
8350,Rent..payment,synthetic,1
8351,Subscripton payment,synthetic,0
8352,RENT>>PAYMENT,synthetic,1
8353,Lease obligation payment,synthetic,1
8354,Housing Associates,synthetic,0
8355,Real Estate Solutions,synthetic,0
8356,Membership Last day,synthetic,0
8357,Rent-pay ment,synthetic,1
8358,Rental payment,synthetic,1
8359,Payment to Wilson,synthetic,0
8360,ACH to Johnson LLC,synthetic,0
8361,Building Management,synthetic,1
8362,RENT>>PAYMENT,synthetic,1
8363,Complex charge,synthetic,0
8364,SERVICE - RECURRING,synthetic,0
8365,Non-rent housing expense,synthetic,0
8366,Recurring 1st week,synthetic,1
